No.,Description,Base Unit of Measure,Unit Cost,Unit Price
LL013600,"4.0mm Cancellous Bone Screws, Short Thread",EACH,0,0
LL013700,"4.0mm Cancellous Bone Screws, Short Thread",EACH,900,1097.56098
LL013800,Bed frame with pulleys,EACH,0,0
LL013900,"4.0mm Cancellous Bone Screws, Short Thread",EACH,900,1097.56098
LL014000,"4.0mm Cancellous Bone Screws, Full Thread",EACH,0,0
LL014100,"Bed pan stainless steel,adult,Each",EACH,0,0
LL014200,"Patient Bed,Standard",EACH,0,0
LL014300,"4.0mm Cancellous Bone Screws, Full Thread",EACH,0,0
LL014400,"Bed pan, stainless steel, child",EACH,0,0
LL014450,Bed with matress,EACH,0,0
LL014500,"4.0mm Cancellous Bone Screws, Full Thread",EACH,0,0
LL014600,"4.0mm Cancellous Bone Screws, Full Thread",EACH,0,0
LL014700,Blounts frame,EACH,0,0
LL014800,"4.0mm Cancellous Bone Screws, Full Thread",EACH,0,0
LL014900,"4.0mm Cancellous Bone Screws, Full Thread, 24mm",EACH,0,0
LL015000,Bone currete,EACH,0,0
LL015100,"4.0mm Cancellous Bone Screws, Full Thread, 26mm",EACH,0,0
LL015200,"4.0mm Cancellous Bone Screws, Full Thread",EACH,0,0
LL015300,"Boots surgeons , male size 10",PAIR,0,0
LL015400,"4.0mm Cancellous Bone Screws, Full Thread",EACH,0,0
LL015500,"4.0mm Cancellous Bone Screws, Full Thread, 35mm",EACH,0,0
LL015600,"Boots surgeons , male size 11",PAIR,0,0
LL015700,"4.0mm Cancellous Bone Screws, Full Thread, 50mm",EACH,900,1097.56098
LL015800,"4.0mm Cancellous Bone Screws, Full Thread",EACH,1000,1219.5122
LL015900,"Boots surgeons male,size 12,Pair",PAIR,0,0
LL016100,"3.5mm Small Compression Pates, 5 Holes, 62mm",EACH,2425,2957.31707
LL016200,"Boots surgeons , male size 6",PAIR,0,0
LL016300,"3.5mm Small Compression Pates, 6 Holes, 74mm",EACH,2900,3536.58537
LL016400,"3.5mm Small Compression Pates, 7 Holes, 86mm",EACH,3400,4146.34146
LL016500,"Boots surgeons , male size 7",PAIR,0,0
LL016600,"3.5mm Small Compression Pates, 8 Holes, 98mm",EACH,3850,4695.12195
LL016700,"3.5mm Small Compression Pates, 9 Holes, 110mm",EACH,4350,5304.87805
LL016800,"Boots surgeons male,size 8,Pair",PAIR,0,0
LL016900,"3.5mm Small Compression Pates, 10Holes, 122mm",EACH,4800,5853.65854
LL017000,"3.5mm Small Compression Pates, 12 Holes",EACH,0,0
LL017100,"Boots surgeons male,size 9,Pair",PAIR,0,0
LL017200,"Reconstruction Plates 3.5mm, Straight 5Holes",EACH,2450,2987.80488
LL017300,"Reconstruction Plates 3.5mm, Straight 12 Holes",EACH,5405,6591.46341
LL017400,"Boots surgeons, female size 4",PAIR,0,0
LL017500,"Reconstruction Plates 3.5mm, Straight 6Holes",EACH,3100,3780.4878
LL017600,"Reconstruction Plates 3.5mm, Straight 7Holes",EACH,3720,4536.58537
LL017700,"Boots surgeons female,size 5,Pair",PAIR,0,0
LL017800,"Reconstruction Plates 3.5mm, Straight 8Holes",EACH,4130,5036.58537
LL017900,"Reconstruction Plates 3.5mm, Straight 9 Holes",EACH,4460,5439.02439
LL018000,"Boots surgeons, female size 6",PAIR,0,0
LL018100,"Reconstruction Plates 3.5mm, Straight10 Holes",EACH,4768,5814.63415
LL018200,4.5mm T - Plates 6Holes,EACH,3500,4268.29268
LL018300,"Boots surgeons, female size 7",PAIR,0,0
LL018400,4.5mm T - Plates 7 Holes,EACH,3500,4268.29268
LL018500,4.5mm T - Plates 8 Holes,EACH,3500,4268.29268
LL018600,"Boots surgeons, female size 8",PAIR,0,0
LL018650,Heavy Duty Aprons - reusable 100% polyester- PVC,EACH,7800,9512.19512
LL018700,4.5mm T - Plates 9 Holes,EACH,3500,4268.29268
LL018800,4.5mm T - Plates 10 Holes,EACH,3500,4268.29268
LL018900,"Boots surgeons, female size 9",PAIR,0,0
LL019200,"Bowl, lotion stainless steel 15 cm",EACH,0,0
LL019400,4.5mm T - Buttress Plates 6 Holes,EACH,3500,4268.29268
LL019500,"Bowl, kidney, stainless steel, medium, 25cm",EACH,0,0
LL019600,4.5mm T - Buttress Plates 7 Holes,EACH,3500,4268.29268
LL019800,"Bowl kidney stainless steel small,15cm,Each",EACH,0,0
LL019900,4.5mm T - Buttress Plates 8 Holes,EACH,3500,4268.29268
LL020100,"Bowl, lotion stainless steel 20 cm",EACH,0,0
LL020110,"Bowl, Kick about",EACH,54000,0
LL020120,Surgeon's stool,EACH,130000,0
LL020130,Theater Ceiling mounted light,EACH,120000,0
LL020140,Diathermy Accessories,SET,80000,0
LL020150,NASG Anti-shoch garment,EACH,145000,0
LL020200,4.5mm T - Buttress Plates 10 Holes,EACH,3500,4268.29268
LL020300,"4.5mm L - Butress Plates, for right leg , 6 Holes",EACH,3500,4268.29268
LL020400,"Bowl, lotion stainless steel 30 cm",EACH,0,0
LL020500,"Condylar Buttress Plates, 4.5mm Right leg 7 Holes",EACH,10350,12621.95122
LL020600,"Condylar Buttress Plates, 4.5mm Right leg",EACH,10350,12621.95122
LL020700,"Bowl, stand double",EACH,0,0
LL020710,Episiotomy suturing sets,SET,180000,0
LL020720,Caesarian Section Set,SET,180000,0
LL020750,Large Metal Bowl,EACH,0,0
LL020800,4.5mm T - Buttress Plates 9 Holes,EACH,3500,4268.29268
LL020850,Oxygen Cylinders 1.84KGs,EACH,0,0
LL020900,Oxygen Cylinders 10.2KGs,EACH,0,0
LL021000,"Can, douche, stainless steel 1.5L",EACH,0,0
LL021100,"Condylar Buttress Plates, 4.5mm Right leg 9Holes",EACH,10350,12621.95122
LL021200,"Condylar Buttress Plates, 4.5mm Right leg 10 Hol",EACH,10350,12621.95122
LL021300,Cancellous 1/2 threaded screws 48mm 4.5mm,EACH,0,0
LL021400,"Condylar Buttress Plates, 4.5mm , Left leg, 7Hol",EACH,10350,12621.95122
LL021500,"Condylar Buttress Plates, 4.5mm , Left leg, 8Holes",EACH,10350,12621.95122
LL021600,Cancellous 1/2 threaded screws 65mm 4.5mm,EACH,0,0
LL021700,"Condylar Buttress Plates, 4.5mm , Left leg, 9Holes",EACH,10350,12621.95122
LL021800,"Condylar Buttress Plates, 4.5mm , Left leg, 10",EACH,10350,12621.95122
LL021900,Cancellous 1/2 threaded screws 14mm 4.5mm,EACH,0,0
LL021920,Threaded guide wire 1.2mm,EACH,0,0
LL021940,Threaded guide wire 1.5mm,EACH,0,0
LL021960,Threaded guide wire 2mm,EACH,0,0
LL021970,Locking plates and screws 4.5mm,SET,0,0
LL021980,Locking plates and screws 6.5mm,SET,0,0
LL022000,Y - Reconstruction plates 6 Holes,EACH,0,0
LL022100,7.3mm Cannulated cancellous screws partially threa,EACH,0,0
LL022200,Cancellous 1/2 threaded screws 16mm 4.5mm,EACH,0,0
LL022210,6.5mm Cannulated cancellous screws threaded 50mm,EACH,0,0
LL022220,6.5mm Cannulated cancellous screw partially T 55mm,EACH,0,0
LL022230,6.5mm Cannulated cancellous screw partially T 60mm,EACH,0,0
LL022240,6.5mm Cannulated cancellous screw partially T 65mm,EACH,0,0
LL022250,6.5mm Cannulated cancellous screw partially T 70mm,EACH,0,0
LL022260,6.5mm Cannulated cancellous screw partially T 75mm,EACH,0,0
LL022270,6.5mm Cannulated cancellous screw partially T 80mm,EACH,0,0
LL022280,6.5mm Cannulated cancellous screw partially T 85mm,EACH,0,0
LL022290,6.5mm Cannulated cancellous screw partially T 90mm,EACH,0,0
LL022300,6.5mm Cannulated cancellous screw partially T 95mm,EACH,0,0
LL022310,6.5mm Cannulated cancellous screw partially 100mm,EACH,0,0
LL022430,Large Steam Steriliser,EACH,0,0
LL022500,Cancellous 1/2 threaded screws 18mm 4.5mm,EACH,0,0
LL022600,7.3mm Cannulated cancellous screws partially threa,EACH,0,0
LL022700,7.3mm Cannulated cancellous screws partially threa,EACH,0,0
LL022800,Cancellous 1/2 threaded screws 20mm 4.5mm,EACH,0,0
LL022900,7.3mm Cannulated cancellous screws partially threa,EACH,0,0
LL023000,7.3mm Cannulated cancellous screws partially threa,EACH,0,0
LL023100,Cancellous 1/2 threaded screws 24mm 4.5mm,EACH,0,0
LL023200,7.3mm Cannulated cancellous screws partially threa,EACH,0,0
LL023300,7.3mm Cannulated cancellous screws partially threa,EACH,0,0
LL023400,Cancellous 1/2 threaded screws 30mm 4.5mm,EACH,0,0
LL023500,7.3mm Cannulated cancellous screws partially threa,EACH,0,0
LL023700,Cancellous 1/2 threaded screws 34mm 4.5mm,EACH,0,0
LL023900,7.3mm Cannulated cancellous screws partially threa,EACH,0,0
LL024000,Cancellous 1/2 threaded screws 35mm 4.5mm,EACH,0,0
LL024100,7.3mm Cannulated cancellous screws partially threa,EACH,0,0
LL024200,"one third plate 3.5mm 10 holes,124mm",EACH,0,0
LL024300,Cancellous 1/2 threaded screws 40mm 4.5mm,EACH,0,0
LL024400,Gigli saw wire handles,PAIR,0,0
LL024600,Cancellous 1/2 threaded screws 55mm 4.5mm,EACH,0,0
LL024900,Cancellous 1/2 threaded screws 58mm 4.5mm,EACH,0,0
LL025200,Cancellous 1/2 threaded screws 64mm 4.5mm,EACH,0,0
LL025500,Cancellous 1/2 threaded screws 70mm 4.5mm,EACH,0,0
LL025800,Cancellous 1/2 threaded screws 75mm 4.5mm,EACH,0,0
LL026100,Cancellous Screw 12mm 4.5mm,EACH,0,0
LL026400,Cancellous Screw 14mm 4.5mm,EACH,2409,2937.80488
LL026700,Cancellous Screw 16mm 4.5mm,EACH,2409,2937.80488
LL026800,"Cancellous Screw,50mm,4mm",EACH,2898,3534.14634
LL027000,Cancellous Screw 18mm 4.5mm,EACH,2409,2937.80488
LL027100,"Cancellous Screw 24mm 6.5mm, course pitch",EACH,3060,3731.70732
LL027200,Cancellous Screw 28mm 6.5mm,EACH,3060,3731.70732
LL027300,Cancellous Screw 20mm 4.5mm,EACH,2409,2937.80488
LL027310,"Cancellous Screw 20mm, 6.5mm",EACH,3060,3731.70732
LL027400,"Cancellous Screw 30mm 6.5mm, course pitch",EACH,3060,3731.70732
LL027500,Cancellous Screw 32mm 6.5mm,EACH,3060,3731.70732
LL027600,Cancellous Screw 26mm 4.5mm,EACH,3060,3731.70732
LL027700,Cancellous Screw 34mm 6.5mm,EACH,3060,3731.70732
LL027800,"Cancellous Screw 36mm 6.5mm, course pitch",EACH,3060,3731.70732
LL027900,Cancellous Screw 50mm 4.5mm,EACH,0,0
LL028100,"Cancellous Screw 38mm 6.5mm, course pitch",EACH,3060,3731.70732
LL028200,Cancellous Screw 60mm 4.5mm,EACH,0,0
LL028300,"Cancellous Screw 40mm 6.5mm, course pitch",EACH,3060,3731.70732
LL028400,"Cancellous Screw 40mm, 4mm",EACH,3060,3731.70732
LL028500,Cancellous Screws 12mm 3.5mm,EACH,0,0
LL028600,"Cancellous Screw 42mm,6.5mm",EACH,3060,3731.70732
LL028700,"Cancellous Screw 46mm,6.5mm, course pitch",EACH,3060,3731.70732
LL028800,Cancellous Screws 16mm 3.5mm,EACH,0,0
LL028900,"Cancellous Screw 50mm,6.5mm",EACH,3060,3731.70732
LL029100,Cancellous Screws 18mm 3.5mm,EACH,0,0
LL029400,Cancellous Screws 20mm 3.5mm,EACH,0,0
LL029700,Cancellous Screws 26mm 3.5mm,EACH,0,0
LL030000,Cancellous Screws 50mm 3.5mm,EACH,0,0
LL030300,Cancellous Screws 60mm 3.5mm,EACH,3060,3731.70732
LL030600,Clamp for External-Fixator,EACH,0,0
LL030900,Connecting rods,EACH,0,0
LL031200,"Cord, extension(for skin traction)",EACH,0,0
LL031220,4.0mm cortical screws Small 12mm,EACH,0,0
LL031230,4.0mm cortical screws Small 14mm,EACH,0,0
LL031240,4.0mm cortical screws Small 16mm,EACH,0,0
LL031250,4.0mm cortical screws Small 18mm,EACH,0,0
LL031260,4.0mm cortical screws Small 20mm,EACH,0,0
LL031270,4.0mm cortical screws Small 22mm,EACH,0,0
LL031300,"Cancellous Screw,12mm,4mm",EACH,4540,5536.58537
LL031500,Cortical Screws 48mm 3.5mm,EACH,0,0
LL031800,Cortical Screws 48mm 4.5mm,EACH,0,0
LL032100,Cortical Screws 10mm 3.5mm,EACH,0,0
LL032300,"Cancellous Screw,70mm,4mm",EACH,3060,3731.70732
LL032400,Cortical Screws 10mm 4.5mm,EACH,0,0
LL032700,Cortical Screws 12mm 3.5mm,EACH,1485,1810.97561
LL033000,Cortical Screws 12mm 4.5mm,EACH,0,0
LL033300,Cortical Screws 14mm 3.5mm,EACH,1485,1810.97561
LL033600,Cortical Screws 14mm 4.5mm,EACH,0,0
LL033900,Cortical Screws 16mm 3.5mm,EACH,1485,1810.97561
LL034200,Cortical Screws 16mm 4.5mm,EACH,0,0
LL034300,"Cancellous Screw,30mm,4mm",EACH,1905,2323.17073
LL034500,Cortical Screws 18mm 3.5mm,EACH,1485,1810.97561
LL034800,Cortical Large Screws 18mm 4.5mm,EACH,0,0
LL035100,Cortical Screws 20mm 3.5mm,EACH,1485,1810.97561
LL035300,"Cancellous Screw,35mm,4mm",EACH,2700,3292.68293
LL035400,Cortical Large Screws 20mm 4.5mm,EACH,1985,2420.73171
LL035700,Cortical Screws 22mm 3.5mm,EACH,0,0
LL036000,Cortical Large Screws 22mm 4.5mm,EACH,0,0
LL036300,Cortical Screws 24mm 3.5mm,EACH,0,0
LL036400,"Cancellous Screw,40mm,4mm",EACH,3300,4024.39024
LL036500,"Cancellous Screw,50mm,4mm",EACH,3300,4024.39024
LL036600,Cortical Large Screws 24mm 4.5mm,EACH,1985,2420.73171
LL036700,"Cancellous Screw,60mm,4mm",EACH,2980,3634.14634
LL036800,"Cancellous Screw,70mm,4mm",EACH,2980,3634.14634
LL036900,Cortical Screws 25mm 3.5mm,EACH,0,0
LL037200,Cortical Screws 25mm 4.5mm,EACH,0,0
LL037500,Cortical Screws 26mm 3.5mm,EACH,0,0
LL037800,Cortical Large Screws 26mm 4.5mm,EACH,1985,2420.73171
LL038100,Cortical Screws 28mm 3.5mm,EACH,0,0
LL038400,Cortical Large Screws 28mm 4.5mm,EACH,1985,2420.73171
LL038700,Cortical Screws 30mm 3.5mm,EACH,1985,2420.73171
LL039000,Cortical Large Screws 30mm 4.5mm,EACH,1985,2420.73171
LL039300,Cortical Screws 32mm 3.5mm,EACH,0,0
LL039600,Cortical Large Screws 32mm 4.5mm,EACH,1985,2420.73171
LL039900,Cortical Screws 34mm 3.5mm,EACH,0,0
LL040200,Cortical Large Screws 34mm 4.5mm,EACH,1985,2420.73171
LL040500,Cortical Screws 35mm 3.5mm,EACH,0,0
LL040800,Cortical Screws 35mm 4.5mm,EACH,0,0
LL041100,Cortical Screws 36mm 3.5mm,EACH,0,0
LL041400,Cortical Large Screws 36mm 4.5mm,EACH,1985,2420.73171
LL041700,Cortical Screws 38mm 3.5mm,EACH,0,0
LL042000,Cortical Large Screws 38mm 4.5mm,EACH,1985,2420.73171
LL042300,Cortical Screws 40mm 3.5mm,EACH,0,0
LL042600,Cortical Large Screws 40mm 4.5mm,EACH,1985,2420.73171
LL042900,Cortical Screws 42mm 3.5mm,EACH,0,0
LL043200,Cortical Screws 42mm 4.5mm,EACH,2315,2823.17073
LL043500,Cortical Screws 45mm 3.5mm,EACH,0,0
LL043800,Cortical Screws 45mm 4.5mm,EACH,0,0
LL043900,"Cortical Screws 46mm, 4.5mm",EACH,2315,2823.17073
LL044100,Cortical Screws 50mm 3.5mm,EACH,0,0
LL044400,Cortical Screws 50mm 4.5mm,EACH,2315,2823.17073
LL044700,Cortical Screws 55mm 3.5mm,EACH,0,0
LL045000,Cortical Screws 55mm 4.5mm,EACH,0,0
LL045300,Cortical Screws 60mm 3.5mm,EACH,0,0
LL045600,Cortical Screws 60mm 4.5mm,EACH,0,0
LL045900,Cortical Screws 70mm 3.5mm,EACH,0,0
LL046200,Cortical Screws 70mm 4.5mm,EACH,0,0
LL046500,"Couch examination Metallic,Each",EACH,467132,569673.1707
LL046800,"Cup feeding Metallic,Each",EACH,1000,1219.5122
LL046900,"Centrifuge Table top, Low speed, up to 6500rpm",EACH,350000,426829.2683
LL047100,Dynamic Compression Plates (DCP),EACH,0,0
LL047400,"DCP 6 hole plate,3.5,mm,Each",EACH,9550,11646.34146
LL047500,"DCP, 5holed plate, 3.5 mm, Large fragm",EACH,9550,11646.34146
LL047700,Dynamic Compression Plates (DCP) 7hole 3.5 mm,EACH,0,0
LL048000,"DCP 8 hole plate,3.5,mm,Each",EACH,10850,13231.70732
LL048300,Dynamic Compression Plates (DCP) 9hole 3.5 mm,EACH,0,0
LL048600,Dynamic compression Plates (DCP),EACH,12150,14817.07317
LL048900,Dynamic compression Plates (DCP) 12hole 4.5mm,EACH,18500,22560.97561
LL049200,Dynamic compression Plates (DCP),EACH,0,0
LL049500,Dynamic compression Plates (DCP) 7hole 4.5mm,EACH,11850,14451.21951
LL049800,Dynamic compression Plates (DCP),EACH,12150,14817.07317
LL050100,Dynamic compression Plates (DCP) 9hole 4.5mm,EACH,0,0
LL050400,Dynamic compression Plates (DCP),EACH,0,0
LL050700,Denham pin (steinmans pin),EACH,1950,2378.04878
LL050750,Delivery bed with mattress,EACH,1616000,1970731.707
LL051000,"Disposable Shaving blades,Each",EACH,0,0
LL051300,Drill electric,EACH,0,0
LL051400,Electric Heater,EACH,50000,60975.60976
LL051500,"Heater with Magnetic stiring bar,2L,60-200 Degrees",EACH,0,0
LL051600,Drill manual,EACH,0,0
LL051700,Mindray Ventilator SV300 with Compressor,EACH,0,0
LL051710,"Mindray USS Machines, with Doppler, abdominal and",EACH,0,0
LL051800,Nebulizer Machine,EACH,25499.9975,31097.55793
LL051850,"Therapeutic Ultrasound Machine, Portable, <250pps",EACH,0,0
LL051900,"Drum dressing stainless steel 15 x 12 inches,Each",EACH,18966.75,23130.18293
LL052200,"Drum dressing stainless steel 22.5 x 22.5cm,Each",EACH,9144,11151.21951
LL052300,"Gamboots black in colour, size 43",PAIR,0,0
LL052400,"Gamboots white in colour, size 43",PAIR,0,0
LL052500,"Drum, dressing, stainless steel 32.5 x 12.5cm",EACH,0,0
LL052600,"Gamboots black in colour, size 38",PAIR,0,0
LL052700,"Gamboots white in colour, size 38",PAIR,0,0
LL052800,"Drum dressing stainless steel 37.5 x 15cm,Each",EACH,16109.9817,19646.31915
LL052900,"Gamboots black in colour, size 39",PAIR,0,0
LL053000,Incubator infant,EACH,0,0
LL053001,Incubator infant,EACH,0,0
LL053100,Erchmarch bandage 10m,10,0,0
LL053200,Halo spine Frame,EACH,0,0
LL053300,"Halo Vests, polymer form with iron",PACK OF 6,0,0
LL053400,Erchmarch bandage 15cm,10,0,0
LL053500,"Gamboots white in colour, size 39",PAIR,0,0
LL053600,"Gamboots white in colour, size 41",PAIR,0,0
LL053700,Eschmarch bandage 10cm,10,0,0
LL053800,"Gamboots black in colour, size 41",PAIR,0,0
LL053900,"Gamboots white in colour, size 42",PAIR,0,0
LL054000,Eschmarch bandage 15cm,10,0,0
LL054001,"Face Shield,PVC Shield to cover face splash",EACH,0,0
LL054300,four pin clamp,EACH,0,0
LL054600,"Gallipot, stainless steel, 71x46mm, 120ml",EACH,0,0
LL054700,Gamboots black in colour size 42,PAIR,0,0
LL054800,Gamboots black in colour size 42,PAIR,0,0
LL054900,"Gallipot, stainless steel 180ml (with lid)",EACH,0,0
LL055200,"Gallipot, stainless steel 240ml (with lid)",EACH,0,0
LL055500,"Gallipot, stainless steel 60ml (without lid)",EACH,0,0
LL055550,Gumboots size 40,PAIR,22206,27080.4878
LL055551,"Gumboots, white,size 41,",PAIR,22206,27080.4878
LL055552,"Gumboots, white, size 42",PAIR,12186.589,14861.6939
LL055553,Gumboots size 43,PAIR,6991.01316,8525.6258
LL055554,"Gumboots,size44,pair",PAIR,275.04325,335.4186
LL055560,Gass Stove,EACH,0,0
LL055570,"Shoe Covers,pair",PAIR,148.8,181.46341
LL055800,"Giggli Saw400mm,Each",EACH,144832.8,176625.3659
LL056100,"Goggles safety plastic,Pair",PAIR,3373.34065,4113.83006
LL056400,Hammer,EACH,0,0
LL056700,Hand Amputation large,EACH,0,0
LL057000,Hand Amputation Medium,EACH,0,0
LL057300,"Electric orthopaedic Hand Drill, 3-jaw chuck",EACH,0,0
LL057600,"Hand drill with key,Each",EACH,192784.2,235102.6829
LL057650,Height Scale Ditecto,EACH,0,0
LL057900,Hip Screw 20mm,EACH,0,0
LL058200,Hip Screw 25mm,EACH,0,0
LL058500,Hip screw 30mm,EACH,0,0
LL058800,Hip Screw 35mm,EACH,0,0
LL059100,Hip Screw 60mm,EACH,0,0
LL059400,Hip Screw 65mm,EACH,0,0
LL059450,Screw Bone,EACH,990.25,1207.62195
LL059700,Hip Screws 100mm,EACH,0,0
LL060000,Hip Screws 95mm,EACH,0,0
LL060300,Hoffman External fixator 4 hole pin,EACH,0,0
LL060600,Hoffman External fixator 5 hole pin,EACH,0,0
LL060900,Hoffman External fixator 6 hole pin,EACH,0,0
LL061000,Hip disarticulation joint for adults,EACH,253992.84,309747.3659
LL061100,Knee articulation joint for adults,EACH,286958.59,349949.5
LL061110,Complete Knee assembly kit,KIT,238651.87,291038.8659
LL061120,Knee joint locking spring for adults and child,EACH,66911.96667,81599.95935
LL061130,Femoral Alignment kit,KIT,41128.46,50156.65854
LL061200,Hoffman External fixator 7 hole pin,EACH,0,0
LL061300,Loop electrodes for LEEP/LLEZ,EACH,50721.19,61855.10976
LL061500,Horse shoe stirrup,EACH,0,0
LL061550,"Hospital Bed Screens, 4 hinged panels vinyl Cr",EACH,0,0
LL061555,Hospital Bed With Mattress,EACH,0,0
LL061560,Bed hospital adult HDU with side rails bed,EACH,4288074,5229358.537
LL061570,Bed hospital adult ICU with side rails,EACH,2829552,3450673.171
LL061580,Child bed with side rails,EACH,0,0
LL061590,"Hospital bed, adjustable",EACH,170000,207317.0732
LL061600,"hospital bed, non adjustable",EACH,506000,617073.1707
LL061650,"Hospital bed, Manual, 1240cmx1000cmx450-720",EACH,0,0
LL061660,Hospital patient bedside rocker,EACH,0,0
LL061670,Orthopedic bed with traction beams and pulley,EACH,2195000,0
LL061800,"Infant resuscitator, clear plastic + mask + bag",EACH,0,0
LL061850,"Mask, oxygen, with tube, reservoir bag, adult",EACH,0,0
LL061851,Oxygen mask adult,EACH,0,0
LL062100,"Jar collection,suction pump",EACH,0,0
LL062400,"Jar for foot-operated type, pump, suction,",EACH,0,0
LL062700,"Jar, forceps, Cheatle",EACH,0,0
LL063000,"Jar, forceps, stainless steel 22 x 7cm",EACH,0,0
LL063040,Kidney Dishes 20Cm,EACH,0,0
LL063045,Kidney Dishes 30Cm,EACH,0,0
LL063050,Kidney Dishes Large,EACH,0,0
LL063055,Kidney Dishes Medium,EACH,0,0
LL063060,Kidney Dishes Small,EACH,0,0
LL063100,"Kinesiology Tape 2"" x 5.5 yds, Red, 6 Rolls",EACH,0,0
LL063110,"Ankle brace/ Guards/Support, ACE quality, Small",EACH,0,0
LL063120,"Ankle brace/ Guards/Support, ACE quality, Medium",EACH,0,0
LL063130,"Ankle brace/ Guards/Support, ACE quality, Large",EACH,0,0
LL063150,"Knee brace/ Guards/ Support, ACE quality, Small",EACH,0,0
LL063170,"Knee brace/ Guards/ Support, ACE quality, Medium",EACH,0,0
LL063190,"Knee brace/ Guards/ Support, ACE quality, Large",EACH,0,0
LL063300,"Kiwi vacuum extractor,Each",EACH,0,0
LL063600,four pin clamp,EACH,0,0
LL063900,Large fragment set,EACH,0,0
LL063920,Large Fluid Warmer,EACH,0,0
LL063930,Large Instruments Trays,EACH,0,0
LL063940,Resuscitaire Infant Warmer,EACH,3500000,4268292.683
LL063950,Lockable stainless stl drug cabinet 4sh 160cmx50cm,EACH,200000,243902.439
LL063960,Lockable stainless steel storage double door,EACH,0,0
LL064200,Locking screws (from 14 - 60mm assorted),SET,0,0
LL064300,Levonogestrel releasing intrauterine system IUD,EACH,0,0
LL064500,Malleolli Screws 35mm 4.5mm,EACH,0,0
LL064550,4.0mm Malleoler Screws Small 30mm,EACH,0,0
LL064600,4.0mm Malleoler Screws Small 35mm,EACH,0,0
LL064650,4.0mm Malleoler Screws Small 40mm,EACH,0,0
LL064700,4.0mm Malleoler Screws Small 45mm,EACH,0,0
LL064750,4.0mm Malleoler Screws Small 50mm,EACH,0,0
LL064800,Malleolli Screws 40mm 4.5mm,EACH,0,0
LL065100,Malleolli Screws 45mm 4.5mm,EACH,0,0
LL065400,Malleolli Screws 55mm 4.5mm,EACH,0,0
LL065450,"Maxillofacial implants, plates & screws, assorted",SET,0,0
LL065700,"Measure, medicine, stainless steel with lid",EACH,0,0
LL066000,Medical gas regulator(Flowmeter),EACH,0,0
LL066050,"Minplate Screws,5mm,Each",EACH,1500,1829.26829
LL066055,"Minplate Screws,9mm,Each",EACH,1500,1829.26829
LL066100,Carbondioxide Gas Monitor,EACH,0,0
LL066300,"Mug sputum stainless steel with lid,Each",EACH,1759.5,2145.73171
LL066370,"Manual Tilt Mechanism, tilt angle indicator",EACH,0,0
LL066400,Manual white blood cell Differential  counter,EACH,0,0
LL066600,Operating Microscope for Plastic surgery,EACH,0,0
LL066700,Olympus Microscope CX31,EACH,0,0
LL066900,Orthopeadic AO (DCP plates/screws depth Drill bits,SET,0,0
LL066910,Orthopaedic bohler braun frames,SET,0,0
LL066920,Orthopaedic cannulated hip screw system,EACH,0,0
LL066930,Orthopaedic dynamic hip screw set,EACH,0,0
LL066940,Orthopaedic external fixator systems,SET,0,0
LL066950,Orthopaedic large fragment,SET,0,0
LL066960,Orthopaedic proximal femoral nailing set,SET,0,0
LL066970,Orthopaedic small fragment set,SET,0,0
LL066980,Orthopaedic traction pulley systems-Vasco type,SET,0,0
LL066990,Orthopaedic weights (preffered made by vissco),EACH,0,0
LL066995,Orthopaedic/ traction table by marquuet,EACH,0,0
LL067200,Osteotome 5,EACH,0,0
LL067500,Osteotome 6,EACH,0,0
LL067800,Osteotome 7,EACH,0,0
LL068100,Osteotome 8,EACH,0,0
LL068400,Patient hoist,EACH,0,0
LL068700,Patient slide,SET,0,0
LL068750,Patient Weighing Scales,EACH,45000,54878.04878
LL068800,"Prone Stander, Adjustable height",EACH,0,0
LL069000,Pelvic sling,EACH,0,0
LL069050,"Pill counting trays, stainless steel",EACH,0,0
LL069100,Paediatric standing frame,EACH,0,0
LL069300,Pneumatic torniquet large,EACH,0,0
LL069600,Pneumatic torniquet small,EACH,0,0
LL069700,Gardener wells skull traction tongs,EACH,0,0
LL069800,Neuber counting chamber,EACH,0,0
LL069900,Dublication,EACH,0,0
LL0701300,"Walking frame (Adult), with front castor wheels,",EACH,0,0
LL0701320,"Walking Frame (Adult), without front castor wheels",EACH,0,0
LL0701330,Klip Pediatric wheeled poserior walker,EACH,0,0
LL0701340,Pediatric Kaye Posture Control walker,EACH,0,0
LL0701350,Walk on Height adjustable Pediatric Folding Walker,EACH,0,0
LL070200,"Pump suction foot-operated,Each",EACH,884.7,1078.90244
LL070300,"Training stairs with bus stop, weight ca of 200Kg",EACH,0,0
LL070310,Extension Stop bumper Adult,PACK,33970.14,41427
LL070320,Extension Stop bumper CHILD,PACK,64030.3,78085.73171
LL070400,"U-shaped body pillow, 100% polyester, white, child",EACH,0,0
LL070500,"Receiver, stainless steel 15cm with lid",EACH,0,0
LL070800,"Receiver, stainless steel 20cm with lid",EACH,3067.911,3741.35488
LL071100,"Receiver, stainless steel 25cm with lid",EACH,2171.31,2647.93902
LL071200,gamboots white in colour size 44,PAIR,35000,42682.92683
LL071400,"Receiver, stainless steel 30cm with lid",EACH,0,0
LL071450,"Reconstruction Plates 2.4mm 20 holes,20",20,530000,646341.4634
LL071460,"Reconstruction Plates,2.4mm,12holed",EACH,53179,64852.43902
